"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","OnboardInjuryCount","OnGroundInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"CEN16FA062","ACC","92430","2015-12-10T12:53:00Z","Council Bluffs","Iowa","United States",,"N145JR","4697166","false","Aviation","DirectorBrief","2017-06-13T04:00:00Z","2017-06-07T13:19:00Z","Fatal","1","0","0","1","0","The pilot's failure to maintain clearance from power lines while returning to the airport after becoming distracted by a noncritical flight instrumentation anomaly indication.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Psychological - Attention/monitoring - Attention - Pilot",,"41.292220999999998","-95.867225000000005","PIPER","PA46 500TP","AIR","OMA","Eppley Airfield","false","1","TP",,"PERS","091","Substantial","VMC","AIRSEA CHARTERS INC","Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=92430","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/92430/pdf"
"ERA16LA059","ACC","92398","2015-12-03T12:20:00Z","Raeford","North Carolina","United States",,"N216PK","114","false","Aviation","DirectorBrief","2017-01-18T05:00:00Z","2016-11-03T11:54:00Z","None","0","0","0","0","0","The pilot's failure to obtain the proper touchdown point and speed during a precautionary landing with the engine shut down. Contributing to the accident was an erroneous engine torque indication, which led the pilot to shut the engine down, for reasons that could not be determined during postaccident testing.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Not determined - Not determined - (general) - (general) - Unknown/Not determined",,"35.019720999999997","-79.191108","PACIFIC AEROSPACE CORP LTD","750XL","AIR","5W4","P K Airport","false","1","TP",,"SKYD","091","Substantial","VMC","PARACLETE AVIATION LLC","Emergency Descent","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=92398","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/92398/pdf"
"WPR16LA031","ACC","92346","2015-11-19T15:00:00Z","Coalinga","California","United States",,"N9824G","P21000348","false","Aviation","DirectorBrief","2017-05-01T04:00:00Z","2017-03-13T15:16:00Z","None","0","0","0","0","0","A partial loss of engine power during takeoff for reasons that could not be determined, because postaccident examination revealed no mechanical malfunctions or failures that would have precluded normal operation.","Not determined - Not determined - (general) - (general) - Unknown/Not determined",,"36.161945000000003","-120.29499800000001","CESSNA","210","AIR","3O8","Harris Ranch Airport","false","1","TP",,"PERS","091","Substantial","VMC",,"Initial Climb","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=92346","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/92346/pdf"
"CEN16LA089","ACC","92593","2015-11-11T10:50:00Z","Grand Forks","North Dakota","United States",,"N617ST","208B1044","false","Aviation","DirectorBrief","2016-12-12T05:00:00Z","2016-10-27T11:29:00Z","None","0","0","0","0","0","The pilot's failure to properly calculate the airplane's weight and balance and center of gravity, which resulted in the tail striking the ground.","Personnel issues - Task performance - Planning/preparation - Weight/balance calculations - Pilot, Aircraft - Aircraft oper/perf/capability - Aircraft capability - CG/weight distribution - Capability exceeded",,"47.947223000000001","-97.173889000000003","CESSNA","208B","AIR","KGFK","GRAND FORKS INTERNATIONAL","false","2","TP",,"BUS","091","Substantial","IMC","SARTEC CORP","Standing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=92593","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/92593/pdf"
"ERA16FA035","ACC","92310","2015-11-09T11:16:00Z","Climax","Georgia","United States",,"N164GP","441-0164","false","Aviation","DirectorBrief","2017-07-05T04:00:00Z","2017-06-21T20:03:00Z","Fatal","2","0","0","2","0","The pilot’s loss of airplane control due to spatial disorientation. Also causal to the accident was the pilot’s impairment by the combined effects of multiple medications and drugs.","Personnel issues - Psychological - Perception/orientation/illusion - Spatial disorientation - Pilot, Personnel issues - Physical - Impairment/incapacitation - (general) - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,"30.904722","-84.445830999999998","CESSNA","441","AIR","70J","Cairo-Grady Co","false","2","TP",,"PERS","091","Destroyed","IMC",,"Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=92310","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/92310/pdf"
"ERA16LA042","ACC","92337","2015-11-06T18:10:00Z","Atlanta","Georgia","United States",,"N731LT","P21000436","false","Aviation","DirectorBrief","2017-10-17T04:00:00Z","2017-08-16T15:31:00Z","None","0","0","0","0","0","The pilot's delayed extension of the landing gear and his failure to ensure that the main landing gear (MLG) were down and locked before touchdown, which resulted in the collapse of both MLG. Contributing to the landing gear collapse was the mis-set landing gear warning horn, which prevented timely notification that the landing gear were not down and locked.","Personnel issues - Action/decision - Action - Delayed action - Pilot, Aircraft - Aircraft systems - Landing gear system - Gear position and warning - Incorrect service/maintenance",,"33.879722000000001","-84.298614000000001","CESSNA","P210","AIR","PDK","DeKalb-Peachtree","false","1","TP",,"BUS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=92337","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/92337/pdf"
"CEN16LA052","ACC","92399","2015-11-02T20:25:00Z","Chicago","Illinois","United States",,"N732MD","208B1083","false","Aviation","DirectorBrief","2017-08-28T04:00:00Z","2017-07-03T14:32:00Z","None","0","0","0","0","0","The failure of the driver of the service vehicle to yield to the taxiing airplane, which resulted in a near-collision and tail strike.","Personnel issues - Action/decision - Action - Incorrect action performance - Ground crew, Environmental issues - Conditions/weather/phenomena - Light condition - Dark - Not specified",,"41.830928","-87.680724999999995","CESSNA","208B","AIR","ORD","Chicago O'Hare International","false","1","TP","SCHD",,"135","Substantial","VMC","MULTI-AERO INC","Taxi","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=92399","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/92399/pdf"
"CEN16LA017","ACC","92202","2015-10-15T18:10:00Z","Ray","Michigan","United States",,"N224MS","0652843","false","Aviation","DirectorBrief","2016-04-04T04:00:00Z","2016-02-22T17:37:00Z","Minor","0","0","1","1","0","The pilot's improper use of the trim, which created a cross-controlled situation and resulted in an aerodynamic stall during the attempted go-around.","Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained",,"42.736666999999997","-82.888885000000002","Comp Air Inc. (Plambeck)","CA8","AIR","57D","Ray Community Airport","true","1","TP",,"BUS","091","Substantial","VMC",,"Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=92202","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/92202/pdf"
"ERA16WA013","ACC","92178","2015-10-14T16:45:00Z","Yumbillo",,"Colombia",,"PR-MIC","208B0841","false","Aviation","",,,"Fatal","3","0","0","3","0",,,,"3.6127769999999999","-76.559448000000003","CESSNA","208B","AIR",,,"false","1","TP",,"AOBV","NUSN","Destroyed",,"MICROSURVEY AEROGEOFISICA E CONSULTORIA CIENTIFICA","Unknown","N/A",,,"","None"
"CEN16LA019","ACC","92180","2015-10-09T12:30:00Z","Sheridan","Wyoming","United States",,"N153RW","100-0153","false","Aviation","DirectorBrief","2016-06-16T04:00:00Z","2016-03-15T17:39:00Z","Serious","0","1","0","1","0","The loss of airplane control during takeoff for reasons that could not be determined based on the available information.","Not determined - Not determined - (general) - (general) - Unknown/Not determined",,"44.769165000000001","-106.980278","QUEST","KODIAK 100","AIR","KSHR","Sheridan County","false","1","TP",,"PERS","091","Substantial","VMC","ROBERT L. WALLICK,  JR.","Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=92180","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/92180/pdf"
"CEN16WA002","ACC","92105","2015-10-03T09:20:00Z","Chigwell",,"United Kingdom",,"G-BYCP","BB-966","false","Aviation","",,,"Fatal","2","0","0","2","0",,,,,,"BEECH","200","AIR",,,"false","2","TP",,,,"Destroyed",,,"Unknown","N/A",,,"","None"
"ANC15FA071","ACC","91981","2015-09-15T06:06:00Z","Iliamna","Alaska","United States",,"N928RK","61","false","Aviation","DirectorBrief","2017-08-09T04:00:00Z","2016-03-28T14:00:00Z","Fatal","3","5","2","10","0","The pilot's decision to depart in dark night, visual meteorological conditions over water, which resulted in his subsequent spatial disorientation and loss of airplane control. Contributing to the accident was the pilot's failure to determine the airplane's actual preflight weight and balance and center of gravity (CG), which led to the airplane being loaded and operated outside of the weight and CG limits and to a subsequent aerodynamic stall.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Light condition - Dark - Decision related to condition, Personnel issues - Psychological - Perception/orientation/illusion - Spatial disorientation - Pilot, Personnel issues - Task performance - Planning/preparation - Weight/balance calculations - Pilot, Aircraft - Aircraft oper/perf/capability - Aircraft capability - CG/weight distribution - Not attained/maintained",,"59.777777999999998","-154.91776999999999","DEHAVILLAND","DHC 3T","AIR",,,"false","1","TP",,"OWRK","091","Substantial","VMC","RAINBOW KING LODGE INC","Initial Climb","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=91981","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/91981/pdf"
"ERA15LA343","ACC","91932","2015-09-06T15:40:00Z","Louisburg","North Carolina","United States",,"N181CS","181","false","Aviation","DirectorBrief","2016-06-01T04:00:00Z","2016-03-24T19:42:00Z","Serious","0","1","1","2","0","The propeller’s movement to the beta position during landing for reasons that could not be determined during postaccident examination and testing, which resulted in an attempted go-around and subsequent loss of airplane control.","Aircraft - Aircraft propeller/rotor - Propeller system - Propeller feather/reversing - Malfunction, Not determined - Not determined - (general) - (general) - Unknown/Not determined, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Attain/maintain not possible, Environmental issues - Physical environment - Object/animal/substance - Tree(s) - Contributed to outcome",,"36.084719999999997","-78.371948000000003","DEHAVILLAND","DHC-6","AIR","00NC","NORTH RALEIGH","false","2","TP",,"AOBV","091","Substantial","VMC","Rampart Aviation","Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=91932","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/91932/pdf"
"GAA15CA251","ACC","91942","2015-09-04T07:55:00Z","Fort Pierre","South Dakota","United States",,"N321DA","402A-0814","false","Aviation","DirectorBrief","2015-10-08T04:00:00Z","2015-09-29T12:23:00Z","Minor","0","0","1","1","0","The pilot's failure to maintain obstacle clearance, which resulted in the airplane striking guy-wires during aerial application operations.","Personnel issues - Psychological - Attention/monitoring - Task monitoring/vigilance - Pilot, Aircraft - Aircraft structures - Fuselage - Fuselage main structure - Damaged/degraded, Environmental issues - Physical environment - Object/animal/substance - Tower/antenna (incl guy wires) - Effect on equipment",,"44.376666999999998","-100.63138499999999","AIR TRACTOR INC","AT 402A","AIR",,,"false","1","TP",,"AAPL","137","Substantial","VMC","Randy A. Yost / Barbara J. Yost","Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=91942","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/91942/pdf"
"ERA15LA333","ACC","91888","2015-08-28T14:00:00Z","Fayetteville","Tennessee","United States",,"N891PC","LW-40","false","Aviation","DirectorBrief","2020-08-10T04:00:00Z","2020-06-15T23:02:00Z","None","0","0","0","0","0","A total loss of electrical power for reasons that could not be determined and the pilot's subsequent failure to properly follow the manual landing gear extension procedures, which resulted in the landing gear not extending.","Aircraft - Aircraft systems - Electrical power system - (general) - Failure, Not determined - Not determined - (general) - (general) - Unknown/Not determined, Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Incorrect use/operation, Personnel issues - Action/decision - Action - Incomplete action - Pilot",,"35.139446","-86.682220000000001","BEECH","E 90","AIR",,,"false","2","TP",,"PERS","091","Substantial","VMC","CHOPAIRE LLC","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=91888","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/91888/pdf"
